Datetime,ap_total,rp_total,ap_TV,rp_TV,ap_washing-machine,rp_washing-machine,ap_rice-cooker,rp_rice-cooker,ap_water-purifier,rp_water-purifier,ap_microwave,rp_microwave,ap_kimchi-fridge,rp_kimchi-fridge,hour,temp_int,dew_point_int,humidity_int,condition_cat,wind_direction_cat,wind_speed_int,wind_gust_int,pressure_float,date,month,day
2016-11-01 03:00:00,511.52969385101363,-131.49035166264244,,,0.048980348813246664,6.008271857027722,0.23385072382026117,0.008025192705395628,33.31189100643987,23.604377152912946,0.4749664113806077,-1.5634030822497718,8.873817698213703,-0.25585689762502484,3,32.0,32.0,51.0,Fair,NNW,10.0,0.0,30.35,2016-11-01,11,1
2016-11-01 04:00:00,428.7644600564275,8.618907491276046,,,0.049119488602277335,6.026825134972953,0.243261123020794,0.05494509007484746,85.30578712019177,126.7255790675037,54.60658963545423,14.710891950144026,8.111433839520325,-0.5415486298908873,4,32.0,32.0,51.0,Fair,NNW,13.0,0.0,30.38,2016-11-01,11,1
2016-11-01 05:00:00,364.0517236713523,-17.197909118244066,,,0.04884698215322273,6.028054832487535,0.23477394765498652,0.007975667455221342,101.5461552127157,123.95876129032187,0.5135316443862908,-1.5646226044685416,8.68655964081571,-0.339537248391809,5,30.0,30.0,55.0,Fair,NNW,7.0,0.0,30.38,2016-11-01,11,1
2016-11-01 06:00:00,276.02624061830767,-138.2888911444267,,,0.04915641212938388,5.9494401678187305,0.2316220419328776,0.007766952090086396,21.49899518753472,-0.015022938786215245,0.5127888176571328,-1.5371446297305802,8.176272172635755,-0.4851223967159948,6,28.0,28.0,59.0,Fair,NNW,8.0,0.0,30.38,2016-11-01,11,1
2016-11-01 07:00:00,272.55258129549884,-133.54178607429455,,,0.04871085692855611,5.914617101068796,0.23087411996619855,0.007143152163709665,11.400381367883828,0.030592925512901104,0.5128379136287298,-1.5324980370162689,6.7983491733585515,-1.0385999055266866,7,28.0,28.0,55.0,Fair,N,8.0,0.0,30.38,2016-11-01,11,1
2016-11-01 08:00:00,176.099128932162,-107.59150838923057,,,0.04900177885965554,5.904769403614009,0.23025662607784006,0.007273067354993171,20.149831244149087,-0.01313807296539487,0.5129408353753344,-1.5286451805989327,6.874571589522139,-0.9960129565298751,8,30.0,30.0,51.0,Fair,N,10.0,0.0,30.41,2016-11-01,11,1
2016-11-01 09:00:00,170.904764840224,-106.91649627717788,,,0.04973566299844383,6.023878255000849,0.23485134832299476,0.008024576081272765,23.58687234241822,3.8292407979769574,0.5124295992936582,-1.57077605154892,9.96219686834644,0.17894594034406916,9,32.0,32.0,44.0,Fair,N,10.0,0.0,30.44,2016-11-01,11,1
2016-11-01 10:00:00,274.06509614479177,9.35138708401611,,,0.04966169509354435,6.046491471936031,0.23467858751125434,0.007895151606124215,82.2735824472074,127.90906619739435,0.5137830405746805,-1.5839250238509333,6.9775732438443905,-1.0139165189849495,10,34.0,34.0,44.0,Fair,NNW,7.0,0.0,30.44,2016-11-01,11,1
2016-11-01 11:00:00,271.80135645221384,4.852278728151687,,,0.05034206136487147,6.009487001668215,0.23429278536072368,0.008056472176391088,93.01502113808965,122.14025646301741,0.5125766894172534,-1.5749409360233912,8.139409876682151,-0.542051729639432,11,36.0,36.0,38.0,Fair,NNW,5.0,0.0,30.44,2016-11-01,11,1
2016-11-01 12:00:00,181.59074791883575,-116.55723613795098,,,0.04994684048388316,5.998710083402231,0.23354753073634832,0.008028354640106867,18.63416161881317,-0.019493839431401174,0.5121793548629346,-1.573719577414567,8.618262017565598,-0.35018145727606836,12,37.0,37.0,38.0,Fair,WNW,5.0,0.0,30.41,2016-11-01,11,1
2016-11-01 13:00:00,195.37396935907339,-115.43626966250316,,,0.05011922195937049,5.907087792422527,0.23053304584230996,0.008379863129277182,21.118302309514732,-0.027488657792053235,0.5115364993623094,-1.5450911546252413,6.619817448804607,-1.096110284282522,13,39.0,39.0,33.0,Fair,NW,6.0,0.0,30.38,2016-11-01,11,1
2016-11-01 14:00:00,182.6429643122681,-120.46817843866316,,,0.05039656819586749,5.939347732424421,0.23157770225867966,0.008083212857437851,12.204264281159306,0.015110836052654456,0.5131822878506285,-1.5539440906273028,6.854938266971656,-1.0368718805118715,14,41.0,41.0,29.0,Fair,NW,9.0,0.0,30.38,2016-11-01,11,1
2016-11-01 15:00:00,762.5303420440823,-115.20856988747396,,,8.413192115272928,-1.27570406040939,247.2808730857954,3.7251736612246273,22.747098317725545,2.602044534031602,72.43020589892912,18.31450892353977,6.92978141356322,-0.9878943404751925,15,41.0,41.0,29.0,Fair,NNW,13.0,0.0,30.35,2016-11-01,11,1
2016-11-01 16:00:00,717.5144329107783,11.649734518230767,,,226.22748434692144,-21.758915350420853,0.2354162468394093,0.008066006349689177,92.00323334862675,127.71375927200256,0.5293861955941717,-1.578459486241321,6.844618473895684,-1.0742317842799922,16,41.0,41.0,29.0,Fair,NW,7.0,0.0,30.35,2016-11-01,11,1
2016-11-01 17:00:00,480.08568871745746,30.851510318225884,0.19363365816652456,1.749986384236799,198.61150836832036,-21.08273095242573,0.23089838765803614,0.0079685264663805,100.73521362229098,121.47696071981318,1.4273889222310263,-1.5582018469401235,7.168428895304606,-0.8707880713856522,17,39.0,39.0,31.0,Fair,NW,6.0,0.0,30.35,2016-11-01,11,1
2016-11-01 18:00:00,294.06943948476913,-93.71520648118886,0.19309011179281022,1.756915910716283,44.32372744588398,-6.699844783144963,0.2311418495888866,0.00787206758693525,32.39901694786806,13.00632708278607,1.747212258924717,-1.4920685057557619,6.829806997510018,-1.0042355716131,18,37.0,37.0,33.0,Fair,NW,6.0,0.0,30.35,2016-11-01,11,1
2016-11-01 19:00:00,147.42870333878693,-110.25228565585904,0.19370287032483569,1.7630558181749625,0.05014297492785694,5.932221639246147,0.2304664367902158,0.007402646077733158,11.607942386830542,0.021990976705547702,0.4951437008614574,-1.5517315577624715,9.042250869386267,-0.16561586209473567,19,37.0,37.0,38.0,Fair,WNW,5.0,0.0,30.38,2016-11-01,11,1
2016-11-01 20:00:00,168.29310820098686,-110.69494901086632,0.19502256258541542,1.768937966933164,0.04990547282343645,5.957700776473391,0.23157036897943026,0.0077100741714392846,21.9504817085659,-0.025043783165515743,0.4946417567643294,-1.5559020036225621,7.858090173280589,-0.621762902592659,20,34.0,34.0,44.0,Fair,WNW,5.0,0.0,30.38,2016-11-01,11,1
2016-11-01 21:00:00,197.6522890959,-105.43719342132297,0.19835389251818847,1.7861226438051236,0.04925057219058996,6.019652902566785,0.23803468208091916,0.025910779971473355,23.762068421645544,3.9758965789177156,20.485583900439984,5.070821897206479,6.771712105302689,-1.0813483462086466,21,34.0,34.0,44.0,Fair,NNW,5.0,0.0,30.38,2016-11-01,11,1
2016-11-01 22:00:00,274.0850490159712,14.054452655031527,0.19972459139581694,1.7964388502724309,0.04938778987221737,6.0521894936108165,0.23472128441743,0.008180471153124718,92.38226785714306,128.10413571428498,0.541627386438449,-1.5788490548292844,10.139991926550515,0.23202005219577096,22,34.0,34.0,44.0,Fair,N,5.0,0.0,30.38,2016-11-01,11,1
2016-11-01 23:00:00,618.6832174510915,-22.41036659915636,9.430432521420286,4.509520335241505,0.05016008537886877,6.038473291018282,0.23557611627209415,0.007962616122265476,102.53913352032124,125.14751425936103,2.64492192040191,-1.6270967137206183,6.763389462556368,-1.089014403564053,23,32.0,32.0,51.0,Fair,NNW,5.0,0.0,30.41,2016-11-01,11,1
2016-11-02 00:00:00,587.8713959273036,-171.76972545525499,88.45479103890928,27.15065261739408,0.0507608878583318,6.009377863380446,0.23383178795541346,0.007825606443757589,28.42365731011629,2.425938156709368,1.887778470843985,-1.4448600321331062,9.947653991967362,0.1739497391239,0,32.0,32.0,51.0,Fair,NW,2.0,0.0,30.38,2016-11-02,11,2
2016-11-02 01:00:00,587.9090016716158,-124.07300520059421,91.53299868569309,27.200435411190465,23.084979147097496,-19.00244148036827,0.23987075898701266,0.0519137395728121,26.20969532734613,-0.041355501608989535,54.54801472936789,12.994177015424578,5.867755194133638,-1.4192454639466003,1,30.0,30.0,51.0,Fair,NW,3.0,0.0,30.38,2016-11-02,11,2
2016-11-02 02:00:00,563.3710650557606,-154.0640167286247,88.90783150800266,27.06413011326425,15.195518852006353,2.935520352654265,0.23387123385266537,0.008130003562255114,26.20556534480424,-0.040866192023742795,1.0737999999999952,-1.5160832706766807,10.310078925272885,0.32653307211493504,2,28.0,28.0,64.0,Fair,WNW,1.0,0.0,30.38,2016-11-02,11,2
2016-11-02 03:00:00,599.3321736302074,-51.70083859936093,84.89189731390312,26.336706252575755,0.04976197169899647,6.074430887451988,0.2395542893557965,0.02052293216876198,82.72868901981387,103.02345691984408,13.886268446017333,2.6391898810419927,9.622570491188592,0.02714116985376967,3,28.0,28.0,69.0,Fair,CALM,0.0,0.0,30.38,2016-11-02,11,2
2016-11-02 04:00:00,435.2291230307567,2.1328137659415027,35.2951797695792,11.747827541488824,0.04972823755432403,6.0703303303301395,0.2446180333421081,0.054488578632447424,101.85207830929868,126.22115719991675,51.29679212376495,13.872129395217497,7.207622854147515,-0.9202596551659619,4,27.0,27.0,69.0,Fair,NNE,2.0,0.0,30.38,2016-11-02,11,2
2016-11-02 05:00:00,310.86548987431496,-112.91400402789803,90.87898241795264,27.285134633066114,0.04941343942079065,6.072203325917045,0.2363129469326259,0.008906097101994713,40.39756417676579,27.540684054307352,0.5489366703020124,-1.5663290210973502,10.048659465969141,0.20095722860957602,5,27.0,27.0,74.0,Fair,NNE,2.0,0.0,30.35,2016-11-02,11,2
2016-11-02 06:00:00,242.77117705483076,-136.84691297177883,91.10977316467152,27.01484220557178,0.049226841034143196,5.9923905178261965,0.23312321937321423,0.007925850952166708,11.443353285547591,0.02944740496115161,0.5486627787435551,-1.5499321482644295,6.80600493287886,-1.0671163368666667,6,25.0,25.0,74.0,Fair,W,1.0,0.0,30.35,2016-11-02,11,2
2016-11-02 07:00:00,369.95823561184653,-141.389967032967,91.00713628973534,26.65662630113453,0.048705584236301384,5.903056863523898,0.23015493879075646,0.006939912157742229,20.396032295699335,-0.014297813076381586,0.5470166854143653,-1.5247065991751088,10.13530880247202,0.26635202351345894,7,27.0,27.0,80.0,Fair,NW,1.0,0.0,30.35,2016-11-02,11,2
2016-11-02 08:00:00,212.47138158506166,-32.11926191582236,6.6862725653755515,3.5665235729682916,0.04813456176049104,5.937828773833964,0.23110004697039882,0.00762423673085955,66.97387135377714,81.34210564697102,0.5483764591257804,-1.5413160705251991,7.03304441397171,-0.9696760370243215,8,32.0,32.0,69.0,Fair,SW,1.0,0.0,30.35,2016-11-02,11,2
2016-11-02 09:00:00,244.87987715124638,12.717291751849094,0.19845691458288658,1.770840792176233,0.04839074812448926,5.974411081086386,0.23356050095616168,0.007121751846713381,88.95588126575181,123.97109605152632,0.5478769785388756,-1.5549249892036985,10.051100813530041,0.19938390683100857,9,37.0,37.0,45.0,Fair,S,2.0,0.0,30.35,2016-11-02,11,2
2016-11-02 10:00:00,199.42152530093588,-60.24723770248199,0.2008116342441773,1.7872110362576856,0.048825105170817694,6.0264051387497455,0.23537144903767657,0.008222775170125698,56.978547785507935,52.31698592392936,0.548133535944807,-1.5728962179198407,9.532501123932196,-0.028065712573067437,10,41.0,41.0,33.0,Fair,ENE,3.0,0.0,30.32,2016-11-02,11,2
2016-11-02 11:00:00,158.78521057640134,-114.78305293799225,0.19919730242517164,1.7780707455901548,0.048543421077528986,5.992971254470872,0.2338063300678168,0.008056895252449067,10.806239908376952,0.01699729638390783,0.5479927674081672,-1.5696632324411817,6.786849757673668,-1.09670699177214,11,45.0,45.0,29.0,Fair,SW,3.0,0.0,30.32,2016-11-02,11,2
2016-11-02 12:00:00,183.0512314575877,-111.5631873456724,0.1994912484975828,1.7742039137620358,0.048672109202660144,5.979512622787128,0.232740214194124,0.0074111923976165886,21.70226496605241,-0.03253146565428532,0.5475879710035858,-1.561253492411075,10.214584492742791,0.25364762728433493,12,46.0,46.0,27.0,Fair,N,5.0,0.0,30.29,2016-11-02,11,2
2016-11-02 13:00:00,179.3389380431736,-113.50340510232667,0.19571888090961917,1.751456650209428,0.048309725619580406,5.905766729241492,0.23005183286240027,0.006883291854568562,12.162017974160873,0.01596536229170187,0.5480512280833993,-1.5399545223911404,6.775693236987653,-1.0631466636558649,13,48.0,48.0,27.0,Fair,WSW,2.0,0.0,30.26,2016-11-02,11,2
2016-11-02 14:00:00,227.0995089161194,-58.26042116811396,0.19835489208090706,1.7713441001729378,0.04841353569591926,5.968057242968294,0.23272588660491705,0.007587907537083015,53.307364261039275,61.613630594773475,0.5485515482286218,-1.5589287120913664,10.086923249887535,0.2105670064458094,14,48.0,48.0,34.0,Partly Cloudy,WNW,6.0,0.0,30.23,2016-11-02,11,2
2016-11-02 15:00:00,833.7477196609799,-22.79530744155733,58.34975422022314,18.413716995690542,0.04860151309846182,5.958956263174013,228.35937552695333,4.040136023832262,97.68475486878681,124.05350891044584,43.32510398646209,9.843264385107187,6.854133809874951,-1.0510241863807408,15,48.0,48.0,34.0,Mostly Cloudy,WNW,7.0,0.0,30.23,2016-11-02,11,2
2016-11-02 16:00:00,502.12921467828676,-75.9118181478291,65.36242459926153,20.83841183621094,0.04950498394999085,6.038433669351113,0.23550638556273987,0.007667229633565507,74.56635821349289,77.08377324796473,1.5774708454810535,-1.5323630111385533,10.038916588958392,0.18269187584450575,16,45.0,45.0,46.0,Light Rain,WSW,7.0,0.0,30.23,2016-11-02,11,2
2016-11-02 17:00:00,271.0640651357604,-144.53342585429263,0.19843845057947815,1.7841115089907846,0.04922815643296607,6.020663001050865,0.23479186982542152,0.0081326602803112,22.986353069586734,-0.0394142315499243,0.4750063280379167,-1.58345964222974,10.381199142227986,0.30367818090488574,17,43.0,43.0,61.0,Cloudy,SW,6.0,0.0,30.2,2016-11-02,11,2
2016-11-02 18:00:00,228.3445392941331,-154.14101442548596,0.19753405636655505,1.7864003452546542,0.19593943733629635,6.145824681075487,0.23444308491613322,0.008406904730530981,21.28803764652821,-0.026513187556363154,0.4758304582614457,-1.5793517962949002,6.816589231722702,-1.086299085428812,18,43.0,43.0,61.0,Light Rain,SE,5.0,0.0,30.2,2016-11-02,11,2
2016-11-02 19:00:00,838.7996476466415,-111.89310338422627,85.25192215523974,25.87938536713231,502.71841941877733,-23.376821632943177,0.23746664662331654,0.026328122063962976,22.632462566142866,-0.02278980748302274,20.410725759592875,5.13867612603325,10.157400402339045,0.22607061610483284,19,43.0,43.0,66.0,Light Rain,S,5.0,0.0,30.2,2016-11-02,11,2
2016-11-02 20:00:00,374.61496589916226,-1.1816976082957227,93.64907922389851,27.774890790362207,38.509877792794335,-6.061122732043723,0.23544813921754953,0.00833286603487921,81.80739093596358,127.48807874074991,2.5421302730927895,-1.5865641786559537,10.08306627493079,0.17550897414164665,20,43.0,43.0,70.0,Light Rain,S,6.0,0.0,30.2,2016-11-02,11,2
2016-11-02 21:00:00,394.88100980957864,-18.33667460864051,89.87170288497535,26.821816410640356,0.04878379138917243,5.919256730138116,0.23414368691139986,0.02291095697287329,101.80063896444982,122.08711134039832,18.91076204439944,3.4703099682323004,10.217441738478767,0.25178550018734264,21,41.0,41.0,70.0,Cloudy,SSE,5.0,0.0,30.2,2016-11-02,11,2
2016-11-02 22:00:00,243.49731110820454,-121.36792363928758,47.92862105303882,14.896140529148303,0.04847374641228905,5.89578948355757,0.2299251252603651,0.008614348176921992,27.593596076662955,6.756487753648355,1.184635351125984,-1.4553988317713138,6.920821468099849,-1.008687789596112,22,43.0,43.0,70.0,Cloudy,SSE,5.0,0.0,30.2,2016-11-02,11,2
2016-11-02 23:00:00,418.4906883862727,-125.29895292434142,0.1941387393807388,1.7525925022973161,0.048194800576463664,5.913733365775238,0.23250692129498243,0.016667796674011602,12.078151914884625,0.016525997785820295,12.555374381014808,1.5188507894983228,10.265675416674704,0.27714162235291806,23,43.0,43.0,76.0,Light Rain,SSE,3.0,0.0,30.17,2016-11-02,11,2
2016-11-03 00:00:00,440.90765612191774,-143.9930719502195,42.5427002378315,13.987796026142778,0.04876827738565384,5.8976346582293315,0.2294876358186511,0.008352004496065895,23.642507260757977,-0.03125859581404679,1.4937887218045125,-1.4583097744360833,10.116296534260558,0.23254847121963726,0,43.0,43.0,81.0,Rain,NNE,2.0,0.0,30.2,2016-11-03,11,3
2016-11-03 01:00:00,578.6997148384404,-150.68754199296856,91.91627984171934,26.925921647318646,0.048506430021807066,5.902439084003793,0.2338630994787879,0.02587929806141925,33.39915608256776,22.604212843280465,22.578538000677057,4.694600964618084,10.290888797487357,0.2939773407119491,1,43.0,43.0,81.0,Cloudy,N,5.0,0.0,30.17,2016-11-03,11,3
2016-11-03 02:00:00,563.4984848315232,-12.158446956975917,89.1419564443278,27.00940944955666,0.049207527266560296,6.00039256315105,0.2396050558847746,0.04111582026854342,94.80240288746127,126.02034133102178,39.01955888714679,9.309053441432226,10.153442696461195,0.21777717574079136,2,43.0,43.0,76.0,Cloudy,N,3.0,0.0,30.2,2016-11-03,11,3
2016-11-03 03:00:00,599.2816546120507,-0.2972703270550471,42.48586486740955,14.062223971512417,0.048781473130400134,6.0205616309656,0.24847377979143018,0.09266545597514046,102.5229365570231,122.20630212726002,97.05477089253101,25.569690634351502,9.59407966929725,-0.0032707628711030057,3,43.0,43.0,70.0,Cloudy,SSE,3.0,0.0,30.17,2016-11-03,11,3
2016-11-03 04:00:00,235.63349069806495,-129.76293967270698,66.73525420553652,20.46189932936186,0.04902207315244986,6.019279718183183,0.23429382766957693,0.00809394388108936,13.137666585397568,0.01829279270830932,0.6617203597404895,-1.5521616214497973,6.965780780216472,-0.9862020820805617,4,39.0,39.0,75.0,Cloudy,SSW,1.0,0.0,30.14,2016-11-03,11,3
2016-11-03 05:00:00,267.14583589318323,-137.5999820967543,89.83236794717929,27.153093299819847,0.048743946788261966,6.069549283035821,0.23637931358720443,0.00749299482839688,21.50663670412194,-0.017573220973788793,0.49513427972133056,-1.5739937448497874,9.821075157945845,0.049884704073790864,5,39.0,39.0,81.0,Partly Cloudy,SW,1.0,0.0,30.14,2016-11-03,11,3
2016-11-03 06:00:00,320.00648016050053,-141.6927043394278,90.85691182277934,27.04916110348455,0.04895879419594126,6.014183382700367,0.2342546013419744,0.007820219664879802,21.562097724253036,-0.01966415468332862,0.4949109533886438,-1.562635629880709,10.365519050921039,0.3068307813407981,6,41.0,41.0,81.0,Partly Cloudy,SSE,1.0,0.0,30.14,2016-11-03,11,3
2016-11-03 07:00:00,295.06846021708185,-139.10008909863043,86.0526096138753,26.222623817889424,0.0484573349357745,5.904109892586328,0.23003888492316132,0.0077424202577299475,23.73885065652533,-0.02911045760204464,0.493800396810538,-1.53181503387865,10.368226545481809,0.3247596334410011,7,41.0,41.0,81.0,Partly Cloudy,S,2.0,0.0,30.14,2016-11-03,11,3
2016-11-03 08:00:00,364.7103079530768,-17.972077397729844,99.26099609301609,27.682847026559724,0.04880221590058213,5.950125767330447,0.23050416073167976,0.0077860034485343265,90.1123145306177,121.62214197484629,2.415962176447416,-1.5126888834742496,10.393520236957116,0.3152786682413668,8,43.0,43.0,76.0,Partly Cloudy,S,5.0,0.0,30.14,2016-11-03,11,3
2016-11-03 09:00:00,257.5676952345068,5.826461857223545,17.5318491621148,6.376832742217285,0.04860756878579955,5.965220396281337,0.23244848028605733,0.00715648819045822,92.13398140289264,123.24436390727868,1.1628832709821224,-1.4517853229036877,10.444401252381189,0.3292093400479014,9,46.0,46.0,71.0,Partly Cloudy,SSE,2.0,0.0,30.17,2016-11-03,11,3
2016-11-03 10:00:00,218.5211984615096,-88.86488452033672,0.19798600925193113,1.7666108165030676,0.04851723106824894,5.957620916498694,0.2317934833523735,0.0071996027805362834,39.88705914270103,25.025825022938097,0.68712675158041,-1.5312500703445795,10.337402726471508,0.2818635264115132,10,50.0,50.0,62.0,Partly Cloudy,S,1.0,0.0,30.17,2016-11-03,11,3
2016-11-03 11:00:00,261.3483199909356,-123.466169851221,0.19741523995053478,1.7649383733562989,0.048621191213216126,5.951585797933978,0.23229400503021186,0.007623221592402087,21.369349854496296,-0.024595700741584212,0.6620784328414168,-1.5292018128698612,10.306277387311406,0.27628844531909597,11,52.0,52.0,58.0,Mostly Cloudy,NE,1.0,0.0,30.17,2016-11-03,11,3
2016-11-03 12:00:00,169.48281949934054,-109.26879678598647,0.1970670745355381,1.7618286950682711,0.04841506539188209,5.941018392052118,0.23194431432799786,0.007776320473665406,20.634991359229303,-0.024174618679093086,0.6345995974341228,-1.527681295735417,9.679745569430814,0.014378598668969738,12,54.0,54.0,47.0,Mostly Cloudy,W,8.0,0.0,30.14,2016-11-03,11,3
2016-11-03 13:00:00,162.42518741608137,-109.24391690287963,0.19533203381251532,1.7487205967799326,0.048211926725667306,5.8978786744757175,0.2309188082356379,0.007573827772768231,12.245304321761754,0.016670350873899648,1.1320168051465807,-1.5402537652155988,7.885391867226132,-0.6331987279604013,13,57.0,57.0,38.0,Partly Cloudy,WNW,9.0,0.0,30.12,2016-11-03,11,3
2016-11-03 14:00:00,223.1103661263293,-8.321145705235754,0.19969935790634932,1.7816834834047774,0.04863771809816358,6.007910193219254,0.23462282362200873,0.007472309162808987,76.12634932533709,102.57054347826106,0.8340034830808509,-1.5268369506188493,12.221916897610448,0.9928357426409923,14,57.0,57.0,33.0,Partly Cloudy,W,8.0,0.0,30.09,2016-11-03,11,3
2016-11-03 15:00:00,842.4509759285851,25.117052045789816,0.2003142824977345,1.7769511783248182,0.04856915530926904,5.992877602216654,227.1604225194259,2.7992208980872673,90.93749082671908,124.18991463232105,131.38150472738198,37.53132161142092,7.120781575148523,-0.976338838791916,15,57.0,57.0,33.0,Fair,W,10.0,0.0,30.09,2016-11-03,11,3
2016-11-03 16:00:00,483.3581403881222,-112.29346891645271,28.683318837823546,9.828526395746442,0.04902565062722224,5.993765774199936,8.030411791607662,2.8631264529896807,43.65769876767111,29.25637207724125,5.896508571645088,-1.5550348934233462,10.250694509619661,0.23835570154860874,16,55.0,55.0,36.0,Fair,W,10.0,0.0,30.06,2016-11-03,11,3
2016-11-03 17:00:00,294.84758306403387,-125.59342937864089,0.20029073829670263,1.794967587920216,0.04851704310571375,6.051778345672384,0.23608303529776908,0.00698258435702073,25.93612058691464,-0.05290233085203314,0.5836341932102972,-1.5727985791649661,10.481508828551416,0.3105120747565622,17,54.0,54.0,41.0,Fair,W,7.0,0.0,30.06,2016-11-03,11,3
2016-11-03 18:00:00,293.78856321090103,-138.89048066720173,87.7311553807251,26.007546501826422,0.04876177051028872,6.0466429846817595,0.23594900100182775,0.00732397028523895,20.644276634042438,-0.022011849851885087,0.582668328235366,-1.5706672708734504,10.981825537199072,0.49105577089529767,18,52.0,52.0,47.0,Fair,WSW,3.0,0.0,30.06,2016-11-03,11,3
2016-11-03 19:00:00,250.95633011658418,-54.43638162176283,13.085690979245086,5.418884955420531,0.04919921838302842,6.066706123292325,0.24019009335611882,0.025835039540167686,51.41647321428606,57.02983193277333,20.724163731898336,5.037993747527968,10.504173341817605,0.2580940260517797,19,54.0,54.0,44.0,Fair,W,6.0,0.0,30.06,2016-11-03,11,3
2016-11-03 20:00:00,244.24777046306323,14.238836463325992,0.19853353812724275,1.7778093917995086,0.04896481770197282,5.994724533688887,0.23371005529003225,0.007329022584574979,87.8867441947624,125.06907378600869,0.49383596048957407,-1.5660009746406072,10.656280801541723,0.3760875259602805,20,54.0,54.0,47.0,Partly Cloudy,WSW,6.0,0.0,30.06,2016-11-03,11,3
2016-11-03 21:00:00,225.62828834515338,-38.26899547024093,0.19753643550258845,1.769629088456818,0.048868799519355015,5.964460403289423,0.232104580324903,0.007688214500601685,70.75420438339783,73.78469920437657,0.49373071291812004,-1.5579885122198354,10.487097546379252,0.3301843955715089,21,55.0,55.0,51.0,Partly Cloudy,WSW,7.0,0.0,30.06,2016-11-03,11,3
2016-11-03 22:00:00,381.3140472566664,-125.34226501596298,0.2013996700041112,1.799889751378123,0.048362855911073706,6.063979830924541,0.2362102346134368,0.008028161102477137,20.894255685863527,-0.023896549140098578,0.49430095230954046,-1.5900753599280018,10.588241970221821,0.33467047476354644,22,52.0,52.0,58.0,Partly Cloudy,WNW,2.0,0.0,30.06,2016-11-03,11,3
